easting,northing,density
482900.0,401500.0,0.47712126
491700.0,401500.0,1.6127838
492100.0,401500.0,1.4623979
497700.0,401500.0,0.9542425
512500.0,401500.0,1.2304488
472900.0,401100.0,1.0791812
477300.0,401100.0,0.845098
484500.0,401100.0,0.9542425
492500.0,401100.0,1.3802112
492900.0,401100.0,1.39794
497700.0,401100.0,0.47712126
512500.0,401100.0,1.0413927
467300.0,400700.0,1.1139433
472900.0,400700.0,1.1139433
477300.0,400700.0,0.845098
481700.0,400700.0,0.60205996
484500.0,400700.0,1.1139433
492900.0,400700.0,1.4313638
506100.0,400700.0,0.7781513
472900.0,400300.0,1.2304488
484100.0,400300.0,0.7781513
497300.0,400300.0,0.90309
477700.0,399900.0,0.69897
481300.0,399900.0,0.845098
483700.0,399900.0,1.146128
497300.0,399900.0,0.845098
512900.0,399900.0,0.90309
477300.0,399500.0,0.30102998
481300.0,399500.0,0.69897
493300.0,399500.0,1.39794
506900.0,399500.0,0.845098
512900.0,399500.0,0.69897
467300.0,399100.0,0.845098
467700.0,399100.0,1.0
472500.0,399100.0,1.0
477300.0,399100.0,0.7781513
483700.0,399100.0,0.30102998
493300.0,399100.0,1.6334685
495300.0,399100.0,1.0791812
495700.0,399100.0,1.2552725
496100.0,399100.0,1.146128
507300.0,399100.0,0.47712126
467700.0,398700.0,1.1139433
472500.0,398700.0,1.3424227
477300.0,398700.0,0.47712126
480900.0,398700.0,0.60205996
481300.0,398700.0,0.47712126
483700.0,398700.0,0.845098
493700.0,398700.0,1.6127838
494100.0,398700.0,0.69897
497300.0,398700.0,0.47712126
507700.0,398700.0,0.30102998
513300.0,398700.0,0.60205996
467700.0,398300.0,0.60205996
472500.0,398300.0,1.146128
484100.0,398300.0,1.0791812
493700.0,398300.0,0.845098
513300.0,398300.0,0.845098
493300.0,397900.0,1.0413927
494100.0,397900.0,1.2552725
494500.0,397900.0,1.5563025
508100.0,397900.0,0.60205996
513300.0,397900.0,0.9542425
467300.0,397500.0,1.146128
473300.0,397500.0,1.2552725
473700.0,397500.0,1.2041199
474100.0,397500.0,0.845098
484500.0,397500.0,1.3802112
492900.0,397500.0,1.0
494100.0,397500.0,1.1139433
494900.0,397500.0,1.3222194
497700.0,397500.0,0.69897
513300.0,397500.0,0.9542425
466900.0,397100.0,1.0
475300.0,397100.0,1.50515
475700.0,397100.0,1.1760913
476100.0,397100.0,0.845098
476900.0,397100.0,0.7781513
484900.0,397100.0,1.0413927
494100.0,397100.0,0.90309
495300.0,397100.0,1.5910646
497700.0,397100.0,0.7781513
508500.0,397100.0,0.7781513
513300.0,397100.0,0.30102998
466500.0,396700.0,1.1139433
476900.0,396700.0,1.1139433
480500.0,396700.0,0.60205996
495700.0,396700.0,1.6532125
496100.0,396700.0,1.0791812
496900.0,396700.0,1.5797836
508500.0,396700.0,0.60205996
513700.0,396700.0,0.845098
466100.0,396300.0,1.2304488
476500.0,396300.0,1.4913616
480100.0,396300.0,0.69897
488900.0,396300.0,0.60205996
489300.0,396300.0,0.9542425
489700.0,396300.0,0.47712126
